BZCAT5 Source name,RA (J2000.0),Dec (J2000.0),Redshift,Class,Rad_opt_sp_index,alpha_1.1-2.3,alpha_2.3-4.8,alpha_4.8-7.7,alpha_4.8-11.2,alpha_7.7-11.2,alpha_11.2-21.7,alpha_7.7-21.7,alpha_4.8-21.7,var_1.1,var_2.3,var_4.8,var_7.7,var_11.2,var_21.7,universe_age_Gyr,comoving_distance_Mpc,lookback_distance_Mpc,luminosity_distance_Mpc,distance_modulus_mag,RA_sin,RA_cos,Dec_sin,ext_fuv,ext_nuv,log_nuF_fuv,log_nuF_nuv,log_nuF_g,log_nuF_r,log_nuF_i,log_nuF_z,log_nuF_y,log_nuF_Su,log_nuF_Sg,log_nuF_Sr,log_nuF_Si,log_nuF_Sz,log_nuF_J,log_nuF_H,log_nuF_K,log_nuF_w1,log_nuF_w2,log_nuF_w3,log_nuF_w4,tangent_wise,tangent_pstarrs,log_nu_radmax,i_abs,w1_abs,log_X_luminosity_W,log_nuF_X,log_gamma_luminosity_ph,log_nuF_gamma,log_radio_luminosity,log_nuF_1.4,log_nuF_143,log_nuF_4.8,nuv-g,g-r,r-i,i-z,z-y,y-w1,w1-w2,w2-w3,w3-w4,fuv-nuv,nuv-Su,Su-Sg,Sg-Sr,Sr-Si,Si-Sz,y-J,J-H,H-K,K-w1,g_var,r_var,i_var,z_var,y_var,Radio_radio_hard,IR_opt_hard,IR_UV_hard,IR_X_hard,radio_var,opt_var,shortwl_flux,radio_flux,cluster_kmeans,Anomaly
5BZBJ0623-5257,06 23 37.86,-52 57 56.01,,BLLac,0.404,,,,,,,,,,,,,,,,,,,,0.9946889039889796,-0.102927082350577,-0.7982736024397575,0.6351768751730565,0.6806933977967083,,,,,,,,,,,,,,,,-12.28984422897494,-12.471610962604933,-12.90066431543812,,1.121956075219536,,,,,,-12.3767507096021,,,,-14.181774106386044,,,,,,,,,0.5290002822875888,1.7629995346069407,,,,,,,,,,,,,,,,,,,,-0.0948602530028335,,,-0.4948936359085002,-0.40507888837015266,0,
5BZQJ0624+3856,06 24 19.01,+38 56 48.69,3.469,BZQ,0.74,-0.2,-0.269,-0.51,-0.476,-0.433,-0.44,-0.437,-0.46,0.133,0.321,0.768,0.435,0.375,0.334,1.801,6895.637290484615,3656.859298988665,30706.91705154381,47.43618107916864,0.9943764400923922,-0.1059032359712448,0.6285993198772627,1.4042347455533584,1.5065679074900642,,,-12.408218052511527,-12.333518052280311,-12.372810701983244,-12.40915098778395,-12.378168256915744,,,,,,,,,-12.865044119111658,-13.020011078571727,-12.713864312386365,-12.485379425342828,-0.548165901143438,0.0026097077253774,12.855422594315852,-28.60258154608759,-31.66818143012079,90.98635553432044,-12.537602002101044,,,65.70331134200678,-12.946460603547177,,-12.50048474507203,,0.4571002197265628,0.1166000671386733,0.0623994140624972,0.1915997772216791,2.8116006927490265,0.5959997177124006,3.6009998321533185,2.7200002670288104,,,,,,,,,,,0.2567996978759801,0.2469997406005859,0.2068004608154297,0.4529991149902344,0.5377998352050781,-0.4459758584751458,-0.6472003765884828,,-0.4824090764706827,1.6704990204364238,-0.2581026485051782,-0.7784828580218333,1.1823311826049445,3,
5BZBJ0624-3230,06 24 45.05,-32 30 55.29,0.252,BLLac,0.692,,,-3.43,,,,,,,,,,,,10.675,1047.2004587819274,936.22844089597,1310.987237376413,40.5879923189997,0.994174110202761,-0.107786077962547,-0.5375256630565775,0.3405262525398832,0.3663146174763659,,,,,,,,,,,,,-11.784757778916257,-11.843510332414532,-11.782236381819672,-12.109844305268886,-12.333611237263131,-12.791464410042613,,1.2402674880363038,,12.74430019105632,,-26.707992204558785,85.62913287660054,-12.1249387366083,,,58.6810946659965,-14.23062267392386,,-13.388807939131564,,,,,,,0.4239997863769602,1.6909999847412092,,,,,,,,,0.6559996719360317,0.9029998474121096,0.4919999694824195,,,,,,-0.8418147347922957,,,-0.2086725006548313,,,-0.056350915378942,-0.9711683540873759,0,
5BZBJ0625+4440,06 25 18.27,+44 40 01.59,,BLLac,0.522,-0.469,0.142,0.19,0.045,-0.137,0.176,0.063,0.103,-0.012,-0.005,0.498,0.494,0.542,0.562,,,,,,0.9939108168776848,-0.1101875133285684,0.7029865397827443,1.0404398107683526,1.114473393421574,-12.050793691953569,-12.072711366144524,-11.758777903585749,-11.677278178012733,-11.7940107630184,-11.731110576406994,-11.704608241046603,-11.56303691334496,-11.553835672948102,-11.557390010090884,-11.54929284523019,-11.548381941995816,-11.420357937607664,-11.394710304948712,-11.393436226180023,-11.674644186250331,-11.684411179279737,-11.809064278817026,-11.846179405506405,0.2287082612493225,-0.0580001177716112,,,,,-11.935542010773082,,-10.193228702532227,,-13.767512133647012,,-12.916766209941178,1.5788188589465868,0.4740995330810591,-0.0769997711181638,0.3105005950927726,0.1803987884521483,4.103700485229494,0.958999633789059,2.5240001678466832,2.0560002326965314,0.3887689826532217,1.7405183065784264,0.3259999999999969,0.2870000000000026,0.2300000000000004,0.1950000000000002,1.875700302124024,0.8670001373291001,0.7530001678466789,0.6079998779296911,0.3978996276855433,0.7138004302978516,0.7068004608154297,0.2005996704101562,0.6972999572753906,-0.8507459237058352,0.1095995837386638,0.3883001868647859,0.2511308314933451,1.0774372996696246,-0.9291421222407178,0.911282239439705,-0.010239798546954363,1,
5BZQJ0625-5438,06 25 52.21,-54 38 51.0,2.051,BZQ,0.705,,,-0.501,-0.122,0.356,-0.538,-0.215,-0.304,,,0.157,0.332,0.04,0.176,3.17,5363.359106841428,3237.15100609546,16328.359062805495,46.06471271003459,0.9936358264032426,-0.1126403324211415,-0.8156077578359524,0.94227336546071,1.0138135517267015,,-12.572977422822472,,,,,,,,,,,,,,-13.120644094697598,-12.925611054157663,-12.58466433069691,-12.572979370411188,-0.6799604444731348,,12.728114132573078,,-29.65771312202189,88.8407973052096,-12.920818753952377,,,63.9700458305335,-13.405165644416682,,-12.620015012256472,,,,,,,1.4709997177124094,3.6879997253417898,2.178000450134279,,,,,,,,,,,,,,,,-0.7851506321602102,,-0.3526336313351912,-0.0047923002052883,-0.40183485056329943,,-1.4061838278176642,0.6534149946241619,3,
5BZBJ0628-6248,06 28 57.48,-62 48 44.71,,BLLac,0.88,,,-0.229,-0.099,0.064,-0.309,-0.174,-0.191,,,0.128,0.392,0.148,0.213,,,,,,0.992028060190806,-0.1260171726157458,-0.8895154330325523,0.4264687783085316,0.460658873078821,,,,,,,,,,,,,,,,-12.744644262544275,-12.692410980915476,-12.604664406990851,-12.406179443653375,-0.3838819964816846,,,,,,,,-10.318167439140527,,-13.131238041787949,,-12.634886568372425,,,,,,,1.1140003204345683,3.0549993515014613,2.645000457763672,,,,,,,,,,,,,,,,-0.4963514734155261,,,,-0.29984566479976255,,-0.8354160168637265,0.8644682719491006,3,
5BZBJ0629-1959,06 29 23.76,-19 59 19.71,,BLLac,0.808,-0.397,0.52,0.611,0.135,-0.466,0.168,-0.061,0.149,,0.196,0.416,0.344,0.395,0.4,,,,,,0.9917854127808732,-0.1279128414002009,-0.3418365852966849,1.7054574721060662,1.8301362250521949,,,-12.170458305197076,-12.06491818045414,-12.563930831377776,-12.026110814444104,-11.959808472980196,,,,,,,,,-11.637844183198576,-11.533611237263132,-11.465464196419566,-11.3953794634898,-0.2656568887263214,-0.4122789141691821,,,,,-12.769551078621726,,-9.698378680852134,,-13.023283295636618,-11.157135001320304,-12.42458120878564,,0.5342005310058617,-1.0326999359130866,1.49780017089844,0.2798988037109353,4.833701072692868,1.2439994812011808,3.006000518798823,2.3239998817443848,,,,,,,,,,,1.8859996795654224,0.0718994140625,0.345001220703125,0.3284015655517578,0.9103012084960972,-0.5987020868509791,1.030319594114644,,1.2359398413585936,0.37886128644197137,-0.6900330894037001,0.5389926192005932,1.2103022015763305,1,
5BZQJ0630-1323,06 30 53.89,-13 23 34.51,1.021,BZQ,0.619,,0.579,-0.159,-0.006,0.187,0.082,0.12,0.033,,0.275,0.308,0.226,0.02,0.229,5.726,3439.1975548588016,2453.3680480457856,6944.4593454543565,44.20819219894575,0.99092571811956,-0.1344106438093131,-0.2316276870474939,2.3231949954958524,2.4945848786073053,,,-11.742218156271294,-11.77055791434086,-11.831731038897306,-11.990670982901136,-11.929327784503634,,,,,,-11.953958218369385,-11.981510381242655,-11.955836403181976,-12.223444082490568,-12.147611176227976,-12.095864281868783,-11.818979469593316,-0.4357136134261973,0.7822899586719307,13.093610311107678,-26.72729182357953,-30.044192641450625,,,,,62.50178869813425,-13.241088107602026,,-12.63667012111284,,0.1995008239746099,0.0618988800048825,-0.2440997314453135,0.2675009460449224,3.2934996032714814,1.17299938201905,2.96500015258789,2.841000080108639,,,,,,,1.1034984588623011,0.7340006484985402,0.8139999160766607,0.6420005798339794,0.1449012756347656,0.0545997619628906,0.0353012084961008,0.4078998565673792,0.5454006195068359,-0.604417986489187,-0.3158801373306694,,,-0.29556398163342296,0.9702014113647266,0.5280430884040594,0.770418410738963,3,
5BZBJ0630-2406,06 30 59.51,-24 06 46.18,,BLLac,0.349,,,-0.39,-0.484,-0.603,-0.01,-0.224,-0.276,,,0.054,0.231,0.1,,,,,,,0.9908707020096256,-0.1348156218653906,-0.4085348218128609,0.4431382770577918,0.4772390644606631,,,-11.236858354025198,-11.096278208530313,-11.099730983965667,-11.288391283194104,-11.294088227618868,,,,,,-11.313957852158444,-11.354710271379377,-11.380636381819672,-11.283444311372405,-11.330811249470164,-11.551464257454722,-11.618579498585015,0.433072238294522,0.3045038721559484,,,,,-11.950781977329818,,-9.564839772481916,,-13.832682665251824,,-13.270227946891714,,0.62180058288574,0.2061997528076169,-0.3184006195068356,0.099900588989259,4.055400138854976,0.8649997711181712,2.284000396728512,1.9809999465942385,,,,,,,1.115400482177737,0.7010000076293892,0.6849996948242207,1.5539999542236291,0.2479000091552734,0.0378999710083007,0.1476001739501971,0.0361995697021484,0.0778999328613281,-0.5624547183601099,-0.231080265504497,,0.6199707278596538,-1.0094152627464346,2.0090236705899978,1.8683396538726513,-0.49423297112762626,2,
5BZQJ0631-4154,06 31 11.99,-41 54 26.89,1.416,BZQ,0.765,,0.243,-0.225,-0.069,0.129,-0.115,-0.027,-0.089,,0.397,0.233,0.339,0.056,0.168,4.449,4303.199295570952,2845.152540730628,10382.109261716363,45.08142797549339,0.990747939166331,-0.1357148519421071,-0.6679295830116366,0.4278327399876985,0.4599219894568707,,,,,,,,,,,,,,,,-12.60704431747592,-12.418411194538525,-12.286664376473276,-12.236979309376032,-0.4112460442443418,,12.811822742459018,,-29.95842783053489,,,,,63.36959521420808,-13.018181392829336,-11.309369842492169,-12.556150524292953,,,,,,,1.45499992370606,3.164999961853029,2.2730007171630824,,,,,,,,,,,,,,,,-0.4620308685363845,,,,-0.16200932457330355,,-0.46607029718155696,1.05470319580076,3,
5BZQJ0631-1410,06 31 20.22,-14 10 31.79,1.017,BZQ,0.754,,0.173,-0.343,-0.343,-0.343,-0.192,-0.246,-0.277,,-0.091,0.1,0.173,0.009,0.345,5.742,3429.4086793133342,2448.519666394885,6911.022910284904,44.19771166336447,0.9906665360489126,-0.1363077927077118,-0.2448927761342974,1.6581604874408973,1.7789157212909326,,,-12.520177799825984,-12.48079846609867,-12.705370998614104,-12.60967068382887,-12.491967909015353,,,,,,,,,-12.459044363252284,-12.426011215900829,-12.341064248299446,-12.130179420765192,-0.3758978179728667,0.181496389643419,12.857590961654555,-24.53271138870626,-29.44471140396505,,,,,62.82473526984183,-13.184555083755647,,-12.595765133346577,,0.368798553466803,-0.346599639892581,0.3925009155273464,0.4083998870849612,4.111099212646487,1.065999984741211,3.04800033569336,2.676000118255611,,,,,,,,,,,0.2419013977050781,0.1801986694335937,0.399200439453125,0.1926994323730504,0.77239990234375,-0.5887899504090726,0.2793597827132767,,,-1.0564186076224191,-0.2204461997835967,-0.6282464990479032,0.8674073301818392,1,
