BZCAT5 Source name,RA (J2000.0),Dec (J2000.0),Redshift,Rmag,Class,Flux_density1.4,Flux_density143,X-ray_flux,Fermi_flux,Rad_opt_sp_index,Flux_density4.8,alpha_1.1-2.3,alpha_2.3-4.8,alpha_4.8-7.7,alpha_4.8-11.2,alpha_7.7-11.2,alpha_11.2-21.7,alpha_7.7-21.7,alpha_4.8-21.7,var_1.1,var_2.3,var_4.8,var_7.7,var_11.2,var_21.7,u,g,r,i,z,extinction_r,PSTARRS_offset,gMeanPSFMag,gMeanPSFMagNpt,gMeanPSFMagMin,gMeanPSFMagMax,rMeanPSFMag,rMeanPSFMagNpt,rMeanPSFMagMin,rMeanPSFMagMax,iMeanPSFMag,iMeanPSFMagNpt,iMeanPSFMagMin,iMeanPSFMagMax,zMeanPSFMag,zMeanPSFMagNpt,zMeanPSFMagMin,zMeanPSFMagMax,yMeanPSFMag,yMeanPSFMagNpt,yMeanPSFMagMin,yMeanPSFMagMax,GALEX_offset,fuv_mag,nuv_mag,e_bv,w1,w2,w3,w4,J,H,K,WISE_offset,ext_U,ext_B,ext_V,ext_R,ext_I,ext_J,ext_H,ext_K,ext_SDSS_u,ext_SDSS_g,ext_SDSS_r,ext_SDSS_i,ext_SDSS_z,ext_PS1_g,ext_PS1_r,ext_PS1_i,ext_PS1_z,ext_PS1_y
5BZQJ0921+6215,09 21 36.23,+62 15 52.19,1.446,18.7,7211,946.0,472.0,,8e-10,0.798,1206.0,,0.302,0.501,-0.099,-0.855,-0.064,-0.35,-0.084,,0.059,0.535,0.363,0.397,0.507,19.608,19.222,18.673,18.34,18.255,0.11,0.0086545048653196,19.23819923400879,4.0,19.209199905395508,19.269500732421875,18.688899993896484,10.0,18.625,18.74620056152344,18.31550025939941,21.0,18.259899139404297,18.410499572753903,18.288799285888672,11.0,18.15509986877441,18.548799514770508,18.20499992370605,12.0,18.125,18.518800735473636,0.4423328972820146,,20.98128,0.0475307144,14.08600044250488,12.94299983978271,10.05200004577637,7.407000064849854,16.92099952697754,16.19799995422363,15.75,0.2149000139175522,0.201,0.168,0.127,0.1,0.07,0.033,0.021,0.014,0.196,0.153,0.106,0.079,0.058,0.147,0.105,0.078,0.061,0.05
5BZUJ0921-8209,09 21 42.7,-82 09 36.21,1.291,,7900,212.0,133.0,,,,247.0,,0.288,-0.811,,,,0.185,-0.127,,,0.358,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429,0.359,0.271,0.215,0.149,0.07,0.044,0.03,0.419,0.327,0.226,0.168,0.125,0.314,0.225,0.166,0.131,0.108
5BZBJ0921+2335,09 21 45.36,+23 35 48.08,,18.2,7300,23.0,,0.16,5e-10,0.417,16.0,,,0.858,,,,,,,,,,,,18.917,18.537,18.208,17.945,17.729,0.08,0.293784244494404,18.058300018310547,8.0,17.98819923400879,18.15379905700684,17.70170021057129,14.0,17.502599716186523,17.834699630737305,17.539600372314453,15.0,17.34079933166504,17.784000396728516,17.467199325561523,12.0,17.260400772094727,17.615699768066406,17.151599884033203,12.0,17.088300704956055,17.44219970703125,0.8611895430455476,20.3093262,19.5200272,0.0353012122,13.15499973297119,12.35900020599365,9.793999671936035,7.771999835968018,16.91699981689453,16.41200065612793,15.53400039672852,0.334445836508854,0.151,0.126,0.095,0.075,0.052,0.025,0.016,0.01,0.147,0.115,0.079,0.059,0.044,0.11,0.079,0.058,0.046,0.038
5BZBJ0921+2455,09 21 46.79,+24 55 41.3,,19.8,7300,11.0,,,5e-10,0.563,,,,,,,,,,,,,,,,20.511,20.167,19.851,19.59,19.301,0.08,0.0613803927323833,20.52400016784668,18.0,20.051000595092773,20.98819923400879,20.25029945373535,17.0,20.00079917907715,20.605300903320312,20.15139961242676,10.0,19.96430015563965,20.49029922485352,20.14249992370605,7.0,20.094900131225582,20.429000854492188,19.66349983215332,4.0,19.49250030517578,19.89119911193848,0.2005422993698501,,21.0172348,0.0339028947,15.13799953460693,14.33399963378906,11.58600044250488,,,,,0.6547730928830089,0.147,0.123,0.093,0.073,0.051,0.024,0.015,0.01,0.144,0.112,0.077,0.058,0.043,0.107,0.077,0.057,0.045,0.037
5BZBJ0922+2346,09 22 16.38,+23 46 45.51,,18.9,7300,54.0,,,,0.506,25.0,,,,,,,,,,,,,,,19.659,19.261,18.958,18.682,18.521,0.08,0.0850599447835589,19.809200286865234,14.0,19.73189926147461,19.900400161743164,19.5177001953125,12.0,19.44860076904297,19.59860038757324,19.225000381469727,18.0,19.141000747680664,19.345199584960938,19.069499969482425,7.0,19.03179931640625,19.18720054626465,18.84510040283203,7.0,18.721200942993164,19.123199462890625,0.6468896620438788,20.7932568,20.2434349,0.0360203721,14.97399997711182,14.42199993133545,12.17199993133545,,16.89500045776367,16.36100006103516,15.72700023651123,0.6213106469409021,0.157,0.132,0.099,0.079,0.055,0.026,0.016,0.011,0.154,0.12,0.083,0.062,0.046,0.115,0.082,0.061,0.048,0.039
5BZQJ0922-0529,09 22 23.67,-05 29 07.18,0.974,16.9,7211,490.0,,0.44,,0.596,462.0,0.21,0.037,0.023,-0.05,-0.142,-0.136,-0.138,-0.088,,0.157,0.25,0.184,0.088,0.462,,,,,,,0.0504279429752472,19.41830062866211,7.0,19.34950065612793,19.463699340820312,18.70890045166016,8.0,18.66900062561035,18.76110076904297,18.520000457763672,7.0,18.417499542236328,18.545900344848636,17.808799743652344,6.0,17.781200408935547,18.837099075317383,18.295499801635746,4.0,18.21109962463379,18.38759994506836,0.4033698131985519,,20.9077282,0.03365022,12.6230001449585,11.78699970245361,9.178000450134277,6.811999797821045,15.42399978637695,14.66399955749512,13.84899997711182,0.9188153982095127,0.146,0.122,0.092,0.073,0.051,0.024,0.015,0.01,0.142,0.111,0.077,0.057,0.042,0.107,0.076,0.056,0.044,0.036
5BZUJ0923+4125,09 23 31.3,+41 25 27.4,,20.0,7900,199.0,,,1e-09,0.718,188.0,,0.116,0.881,0.185,-0.692,0.546,0.098,0.343,,,0.555,0.266,0.496,0.409,21.131,20.477,19.942,19.616,19.332,0.04,0.0752010670096873,20.243099212646484,4.0,19.805400848388672,20.25510025024414,20.097000122070312,8.0,19.914100646972656,20.28459930419922,18.58099937438965,11.0,17.51759910583496,19.9822998046875,19.49250030517578,8.0,18.74049949645996,19.893999099731445,19.35810089111328,5.0,18.329099655151367,19.79400062561035,3.330768901444713,,20.9367752,0.01622693,14.51000022888184,13.4379997253418,10.61900043487549,7.913000106811523,,,,0.3023825815446092,0.071,0.059,0.045,0.036,0.025,0.012,0.007,0.005,0.069,0.054,0.037,0.028,0.021,0.052,0.037,0.028,0.022,0.018
5BZUJ0923-2135,09 23 38.88,-21 35 47.11,0.053,13.5,7900,268.0,,4.8,,0.254,295.0,,-0.398,0.254,-0.416,-1.262,0.377,-0.216,-0.068,,0.434,0.553,0.356,,0.209,,,,,,,0.0821300495475831,17.029300689697266,4.0,17.00279998779297,17.06279945373535,16.640499114990234,7.0,16.53969955444336,16.740400314331055,16.21820068359375,7.0,16.161300659179688,16.550899505615234,16.141599655151367,7.0,16.073200225830078,16.220199584960938,15.958800315856934,13.0,15.673100471496582,16.09980010986328,0.3128232294097675,18.7971573,18.5350323,0.0597862266,11.4060001373291,10.5600004196167,7.630000114440918,5.27400016784668,14.1870002746582,13.40900039672852,12.59200000762939,0.06776577316738579,0.258,0.216,0.163,0.129,0.09,0.042,0.027,0.018,0.253,0.197,0.136,0.101,0.075,0.189,0.135,0.1,0.079,0.065
5BZQJ0923+2815,09 23 51.52,+28 15 25.09,0.744,19.1,7211,273.0,783.0,,6e-10,0.734,519.0,0.38,-0.444,0.502,0.384,0.235,-0.4,-0.171,0.04,0.047,0.094,0.476,0.628,0.145,0.281,19.698,19.198,19.091,19.021,18.808,0.04,0.0771330128006519,18.8080997467041,6.0,18.746299743652344,18.94219970703125,18.60700035095215,6.0,18.544700622558597,18.693099975585938,18.29520034790039,9.0,18.19070053100586,18.44300079345703,18.59860038757324,6.0,18.5177001953125,18.67460060119629,18.385099411010746,7.0,18.30719947814941,19.29330062866211,0.4450947104941414,,20.3727989,0.0192110352,14.10599994659424,13.02700042724609,9.904000282287598,7.735000133514404,,,,0.07265846688509486,0.083,0.07,0.053,0.042,0.029,0.014,0.009,0.006,0.081,0.063,0.044,0.033,0.024,0.061,0.044,0.032,0.025,0.021
5BZBJ0924+0533,09 24 01.03,+05 33 45.39,,18.3,7300,7.0,,2.38,,0.307,,,,,,,,,,,,,,,,18.816,18.504,18.274,18.026,17.871,0.1,0.1474728194561194,18.93869972229004,8.0,18.84259986877441,18.958999633789062,18.90449905395508,11.0,18.72900009155273,18.95560073852539,18.59289932250977,10.0,18.52020072937012,18.744600296020508,18.33799934387207,8.0,18.25860023498535,18.518999099731445,18.274799346923828,14.0,18.052600860595703,18.5226993560791,0.7712845678839476,20.4070187,19.7977848,0.04294918,14.54800033569336,14.01200008392334,11.55000019073486,,,,,0.2449148260296873,0.188,0.157,0.119,0.094,0.065,0.031,0.019,0.013,0.184,0.143,0.099,0.074,0.055,0.138,0.099,0.073,0.057,0.047
5BZBJ0924+5300,09 24 05.81,+53 00 33.8,0.64,20.2,7300,8.0,,0.2,,0.541,,,,,,,,,,,,,,,,23.448,21.958,20.2,19.143,18.59,0.03,0.217494751773722,,0.0,,,21.31760025024414,7.0,20.785200119018555,21.83760070800781,20.21109962463379,25.0,19.954700469970703,20.574899673461918,20.120800018310547,14.0,19.94729995727539,20.27020072937012,19.707799911499023,9.0,19.379499435424805,20.045000076293945,,,,,15.20199966430664,15.11499977111816,,,,,,0.1009282121343998,0.065,0.055,0.041,0.033,0.023,0.011,0.007,0.005,0.064,0.05,0.034,0.026,0.019,0.048,0.034,0.025,0.02,0.016
5BZQJ0924+0309,09 24 14.7,+03 09 00.79,0.128,16.2,7211,25.0,,0.92,,0.323,50.0,,,,,,,,,,,-0.104,,,,17.968,16.954,16.199,15.704,15.406,0.1,0.038843691856048,17.896699905395508,4.0,17.7367000579834,18.06369972229004,17.73189926147461,9.0,17.71310043334961,17.841100692749023,17.207399368286133,6.0,17.022600173950195,17.42620086669922,17.108800888061523,9.0,16.975900650024414,17.425399780273438,16.643199920654297,5.0,16.581100463867188,16.723499298095703,0.4513070019310376,19.8998,19.698761,0.0424382463,11.96100044250488,11.20800018310547,8.831000328063965,6.653999805450439,15.24400043487549,14.31900024414062,13.47500038146973,0.05206600439808882,0.184,0.154,0.116,0.092,0.064,0.03,0.019,0.013,0.18,0.14,0.097,0.072,0.054,0.135,0.096,0.071,0.056,0.046
