BZCAT5 Source name,RA (J2000.0),Dec (J2000.0),Redshift,Class,Rad_opt_sp_index,alpha_1.1-2.3,alpha_2.3-4.8,alpha_4.8-7.7,alpha_4.8-11.2,alpha_7.7-11.2,alpha_11.2-21.7,alpha_7.7-21.7,alpha_4.8-21.7,var_1.1,var_2.3,var_4.8,var_7.7,var_11.2,var_21.7,universe_age_Gyr,comoving_distance_Mpc,lookback_distance_Mpc,luminosity_distance_Mpc,distance_modulus_mag,RA_sin,RA_cos,Dec_sin,ext_fuv,ext_nuv,log_nuF_fuv,log_nuF_nuv,log_nuF_g,log_nuF_r,log_nuF_i,log_nuF_z,log_nuF_y,log_nuF_Su,log_nuF_Sg,log_nuF_Sr,log_nuF_Si,log_nuF_Sz,log_nuF_J,log_nuF_H,log_nuF_K,log_nuF_w1,log_nuF_w2,log_nuF_w3,log_nuF_w4,tangent_wise,tangent_pstarrs,log_nu_radmax,i_abs,w1_abs,log_X_luminosity_W,log_nuF_X,log_gamma_luminosity_ph,log_nuF_gamma,log_radio_luminosity,log_nuF_1.4,log_nuF_143,log_nuF_4.8,nuv-g,g-r,r-i,i-z,z-y,y-w1,w1-w2,w2-w3,w3-w4,fuv-nuv,nuv-Su,Su-Sg,Sg-Sr,Sr-Si,Si-Sz,y-J,J-H,H-K,K-w1,g_var,r_var,i_var,z_var,y_var,Radio_radio_hard,IR_opt_hard,IR_UV_hard,IR_X_hard
5BZQJ1257+3229,12 57 57.23,+32 29 29.29,0.805,BZQ,0.762,,-0.202,0.078,0.231,0.423,-0.465,-0.144,-0.074,,0.017,0.141,0.19,,,6.689,2875.749848258529,2158.1589767496102,5187.51236057376,43.5747957226948,-0.25018497523330036,-0.9681980573041411,0.5371740329759044,0.08605252735458511,0.0943855595226717,-12.640979845319073,-11.911778299704086,-12.227458457784966,-12.233238138950233,-12.074410915606292,-12.119430937735121,-12.307848481525118,-12.260236913344961,-12.1930356729481,-12.257390010090884,-12.29969284523019,-12.27158194199582,-11.697157824692622,-11.736310173723124,-11.681836348250336,-11.432644369355799,-11.40481103584712,-11.447464165901987,-11.400579468067438,-0.012563216147788223,-0.042070779873012096,13.46898671346815,-25.48719565555613,-31.387795448036602,87.49657956477026,-12.508638306165727,110.7773227443395,-10.494258698196209,61.913181181966046,-13.039624368589841,,-12.626950001641802,0.00478480734744835,0.25590101623535233,0.6118997497558567,0.040700073242188495,-0.35690090942382824,6.216800628662114,1.0530004501342702,2.729000091552738,2.2659997940063477,2.2665670321680835,-0.4048143595226712,0.4710000000000001,0.13500000000000156,0.1039999999999992,0.2629999999999981,2.691801185607913,0.7050001831054704,0.8859995346069294,1.9339997253418009,0.456298828125,0.4911994934082067,1.2609004974365234,1.619100570678711,1.4428997039794922,-0.41267436694803905,0.669599879759172,0.506967263856966,1.1038272703186074
5BZQJ1257-3155,12 57 59.05,-31 55 16.89,1.924,BZQ,0.761,,0.134,0.025,-0.034,-0.11,-0.468,-0.338,-0.225,,0.216,0.331,0.19,0.262,0.664,3.374,5176.860768188816,3174.702302544901,15106.760238504086,45.89585668258139,-0.25031311805793105,-0.9681649358080039,-0.5287547719253128,0.6097471947701771,0.6559756249973373,-12.484724618352837,-11.979290833514217,,,,,,,,,,,,,,-12.431444265596035,-12.311210953449656,-12.07946413538441,-11.987779442127497,-0.5399303572168379,,13.194529441129681,,-31.2118566673226,89.37842233709918,-12.619788758288394,,,64.89995229524034,-12.795445939864756,-11.166145583494824,-12.123825475512778,,,,,,,1.284000396728521,3.414999961853024,2.377999782562256,1.707147630227162,,,,,,,,,,,,,,,-0.6716204643519781,,-0.3319201199354396,0.30857780483873753
5BZBJ1258+6120,12 58 20.79,+61 20 45.49,0.224,BLLac,0.443,,,,,,,,,,,,,,,10.963,937.6906342352454,847.7649991132627,1147.6577168690692,40.29906190616293,-0.2518434514894756,-0.9677679866279253,0.8775311733817199,0.12595710383883335,0.13673302951487276,-12.325067934725375,-12.259196271707204,-12.238298161154104,-12.123958158481484,-12.09861090339926,-12.083710643545668,-12.039728114093478,-12.29703691334496,-12.206635672948101,-12.088590010090883,-12.03049284523019,-11.992781941995819,-12.094358102402582,-12.050310436174296,-12.248236436751311,-12.338244344941739,-12.49121125862544,-12.769864449715463,,0.7790516873497996,-0.5967156478808815,,-22.150961869541838,-25.848061692539883,,,,,,-14.853871964321762,,,0.846230478932398,0.5562002258300751,0.2781998291015597,0.19050077819824196,0.22409927368164162,3.282499771118161,0.6009998321533203,2.138999938964851,,0.6082423256760414,0.37173057048512703,0.5289999999999999,0.5910000000000011,0.3550000000000004,0.28699999999999903,1.028499572753912,0.9130002212524388,0.2549999694824212,1.086000007629389,0.0062999725341796875,0.08790016174316762,0.3567981719970703,0.5486011505126918,0.29199981689453125,,-0.392600355226179,-0.23201498691823552,
5BZQJ1258-1800,12 58 38.29,-18 00 03.09,1.956,BZQ,0.864,,0.186,0.1,-0.233,-0.652,0.243,-0.081,-0.024,,0.513,0.692,0.445,0.546,0.443,3.32,5224.8993268687145,3191.0423331476673,15413.226670216056,45.93946782642138,-0.25307486350909847,-0.9674466979941847,-0.30903124187327946,0.5217595144043417,0.5627369906803548,,-12.858522807241012,-12.660937748556451,-12.749398258579141,-12.815930660479339,-12.592831126944105,-12.521407758868868,,,,,,,,,-12.455444433442715,-12.453211151813916,-12.389864144539683,-12.178979507740289,-0.3172152767916352,-0.44849228556721144,12.742355998980983,-25.998068397100088,-31.19546739154589,,,113.64841341924333,-10.193228702532227,63.67536562497025,-13.298777515743442,,-12.762205006726077,1.287947849261048,0.049198944091799035,0.04850068664551088,0.7109989624023463,0.29270137023925713,4.193698661804197,0.9890003204345703,2.99400043487549,2.675999641418457,,,,,,,,,,,0.3662986755371094,0.4912986755371094,0.49500083923339844,0.4575996398925746,0.5641002655029332,-0.5365725090173648,0.3627195086654229,0.4053116554270968,
5BZBJ1258-0447,12 58 48.04,-04 47 45.09,0.586,BLLac_c,0.251,,,,,,,,,,,,,,,7.947,2223.932174310453,1772.6275627663836,3525.849350865729,42.73631876119282,-0.2537607582515711,-0.9672670146198451,-0.08360581091010078,0.16661630976704064,0.17873933614061763,-12.023334852354091,-12.039045989056905,-12.237138029318169,-12.3696380473975,-12.189690926592618,-12.381590642324966,-12.339088215411838,,,,,,-12.148757858261959,-12.082310509416486,-12.120636500838227,-12.52024431442416,-12.70441125557368,,,1.33803003813274,0.2732719544278626,,-24.36051866658833,-27.830318623863718,89.3995741221001,-11.346787486224656,,,,-15.2518119729938,,,0.2987551018964929,-0.06089982604980193,0.6646994934082038,-0.32649916076660546,0.22039901733398537,3.57590010070801,0.5229997634887695,,,0.40428532637357506,,,,,,1.6409004364013704,0.9689994277954082,0.6539999923706006,0.31200024414063066,0.21220016479492188,0.4358997344970703,0.22719955444336293,0.2142009735107422,0.5961990356445312,,-0.5147203289810616,-0.6653652665167744,-1.3576237693490238
5BZQJ1258-2219,12 58 54.47,-22 19 31.11,1.303,BZQ,0.772,-0.937,0.19,0.053,0.002,-0.063,-0.261,-0.189,-0.113,,0.286,0.324,0.292,,0.22,4.764,4075.2741980139094,2748.511344807064,9373.680744995005,44.859550789739984,-0.2542130272523567,-0.9671482496366276,-0.3798648003471626,0.8650928266592501,0.9276075554095266,,-12.171371261349341,,,-12.7778912317684,-12.17447087914137,-12.22060821663254,-12.05223691334496,-12.1690356729481,-12.154590010090885,-12.18409284523019,-12.212381941995819,,,,-11.917844106904626,-11.828811203693796,-11.697464165901987,-11.5945795214732,-0.37851855661399453,-5.467421002013177,13.609276781696336,-25.01324993219604,-31.459551171209714,,,113.57006380298432,-9.79528869386019,63.5016231393425,-12.954598777004158,-11.221414672137037,-12.403705366591023,,,,1.6618010101318355,-0.0012003936767577272,4.785700622558597,1.2059993743896502,3.1640005111694283,2.4059996604919434,,0.7641680445904733,0.010999999999999233,0.3319999999999972,0.13600000000000279,0.12199999999999989,,,,,,,,0.006500244140632105,,-0.5508934104131349,0.9490800280746043,0.342560057655545,
5BZBJ1258+0134,12 58 54.59,+01 34 41.41,,BLLac,0.609,,,,,,,,,,,,,,,,,,,,-0.25422146720333144,-0.9671460311726381,0.027540770186119265,0.13613316342986967,0.14415322107475007,,-12.666482755083253,-12.785858280783012,-12.734157896030311,-12.773571230547699,-12.74059083153395,-12.698968073810274,-12.66303691334496,-12.686235672948099,-12.688990010090883,-12.631692845230189,-12.603981941995817,,,,-12.62384424423373,-12.870411240314892,-13.01226442835316,,0.6400231571459722,-0.2079606217751383,,,,,-12.657577319177793,,,,-14.649751981665837,,,0.49554638830025155,0.399601181030274,0.11629835510253628,0.23570112609863259,0.21819984436035256,4.216599922180174,0.36699962615966975,2.48099994659424,,,0.4749467789252506,0.245000000000001,0.2889999999999979,0.35300000000000153,0.26200000000000045,,,,,0.2815990447998047,0.22159957885742188,0.6068000793456996,0.4707984924316335,0.4398994445800781,,-0.09684000976719354,-0.2039284852316392,-0.21283392113709887
5BZUJ1259-2310,12 59 08.45,-23 10 38.71,0.481,BZU,0.623,-0.844,0.032,-0.643,-0.229,0.293,-0.077,0.057,-0.162,,0.333,0.447,0.472,0.299,0.504,8.681,1879.070962664409,1547.5724108515478,2782.1678343787344,42.221916626385784,-0.2551961511238515,-0.9668893031012249,-0.39357964313613397,0.9363965566189212,1.0042605719675952,-12.00368187361334,-11.965081374726115,-11.439658067159964,-12.015998502719766,-11.477410659258634,-11.428751164785902,-11.455887934650118,-12.10463691334496,-12.0130356729481,-11.888990010090884,-11.79569284523019,-11.759581941995819,-11.486358050522703,-11.425510344621564,-11.445436226180025,-11.376644232026699,-11.400011002277784,-11.44346445581898,-11.430979553516657,0.07053333947425955,-0.5994154334773513,13.508865824478884,-25.626817200116253,-30.174916695050335,,,,,61.15750034997949,-13.170824926082913,,-12.598211869293664,2.1075434714650214,-1.1705008697509776,1.5613013000488287,0.27489886474609193,0.046301025390626194,4.226899604797364,0.9250001907348597,2.7269992828369176,2.1800003051757812,0.5400644153486773,0.11744332803240454,0.532,0.6059999999999981,0.4430000000000014,0.2829999999999977,1.088899253845213,0.9550003204345714,0.7000002670288072,1.4829997634887722,1.3777999877929688,0.2842998504638672,1.4536991119384766,0.2451000213623047,0.33699989318847656,-0.5726130567892493,0.07739965698084994,0.5650703724483304,
5BZQJ1259-2436,12 59 12.63,-24 36 05.5,2.263,BZQ,0.672,,0.158,-2.507,-1.182,0.49,,,,,0.226,0.292,0.321,,,2.872,5651.65562127105,3328.553442027258,18397.244618361477,46.32376391487148,-0.25549005257765206,-0.9668116843697476,-0.4163050366681849,0.8410842307205373,0.9021743477240037,,,-12.360538267355277,-12.349838407504922,-12.42977090706137,-12.40759117943434,-12.45276775642746,,,,,,-12.124757626328368,-11.962710301896953,-12.118636186507171,-12.837444402925135,-12.884411179279736,-12.859064278817026,-12.68337937956646,-0.18111915228927475,0.31324562414576357,13.167575185450113,-27.34776386909511,-30.62476355628994,,,,,65.18505943333184,-13.0490512856006,,-12.71478035679794,,0.2970998687744135,0.015000442504884859,0.20869944763183668,0.0012015075683606824,3.06709873199463,0.8660001754760689,2.8990001678466797,2.5880002975463885,,,,,,,1.9850998687744088,1.2079993667602604,0.3600002593994098,-0.48600076293944916,0.0848999023437429,0.5099010467529297,0.22350120544433238,0.4895000457763672,0.19610023498535156,-0.33427092880265974,-0.45464027221836645,,
5BZBJ1300+1755,13 00 08.52,+17 55 37.59,,BLLac,0.601,,,,,,,,,,,,,,,,,,,,-0.2594174751876341,-0.9657652787128316,0.3078068109294704,0.23656461439151688,0.2561324415877915,,-12.543947666878037,-12.643098271017386,-12.585038047397498,-12.655131154864105,-12.592670567862074,-12.62888834968918,-12.62663691334496,-12.6458356729481,-12.649390010090883,-12.630892845230191,-12.656781941995819,,,,-12.761044409028651,-12.90441125557368,-13.10346430323109,,0.6057097168326271,-0.03628005815138634,,,,,,,,,-14.649751981665837,,,0.5461086922012726,0.4155007781982434,0.03959892272948906,0.3094015960693355,0.023598495483398096,3.6984001998901395,0.625,2.3380002975463796,,,0.2596090584122095,0.254999999999999,0.28699999999999903,0.2560000000000002,0.1280000000000001,,,,,0.3073997497558558,0.33390045166015625,0.31369972229003906,0.7556991577148402,0.6585998535156286,,-0.24928010070957463,-0.36046358869564266,
5BZBJ1300+6344,13 00 17.57,+63 44 40.2,,BLLac,0.666,,,,,,,,,,,,,,,,,,,,-0.26005302247802586,-0.9655943379598098,0.8968302807341697,0.09462584575660679,0.10245297663511663,,-13.248195932859106,-13.154258335714653,-13.089238218295936,-12.9394909571102,-12.838630852285903,-12.83248815437668,-12.94583691334496,-12.9846356729481,-13.016190010090883,-12.89969284523019,-12.713181941995817,,,,-12.753044225923183,-13.040011154865672,,,2.084903883830149,-1.1892051655557954,,,,,-12.397940008672037,,,,-14.67778070526608,,,1.0288291954107827,0.43290051269531205,0.5891998443603477,0.405400390625001,0.1294996948242222,4.227400169372558,0.26599979400634943,,,,1.2222297233648831,0.20599999999999952,0.2170000000000023,0.5010000000000012,0.6589999999999989,,,,,0.0457000732421875,0.1728992462158203,0.4258003234863281,0.5013999938964844,0.5577011108398473,,-0.10052019775547194,0.20818477799343427,-0.6420711461936346
5BZQJ1300+1417,13 00 20.9,+14 17 18.49,1.106,BZQ,0.735,0.392,-0.458,-0.374,-0.336,-0.289,-0.259,-0.27,-0.302,,0.245,0.553,0.378,0.513,0.281,5.406,3641.881821856213,2551.6222135936873,7662.182532363794,44.421762468758736,-0.2602868474565654,-0.9655313340545312,0.24680399702834327,0.19724489110357904,0.21338005983380123,-11.944931219819477,-11.801928419579632,-12.064897880392389,-12.093438578403358,-12.18501082405356,-12.206870628897232,-12.22172795540207,-12.136636913344962,-12.2054356729481,-12.212990010090884,-12.26529284523019,-12.325581941995818,,,,-12.40504427169955,-12.315611206745556,-12.324264321541634,-12.257779327686578,-0.13735364554376917,0.571873798839901,13.233771176097097,-26.057662630501895,-29.803762438241158,88.36903808640066,-12.468521082957745,,,62.500940793481064,-13.105683937315561,,-12.81142302939626,0.13656155051775798,0.1989984741210975,-0.014098922729498753,0.09860061645508011,0.07699963378906816,3.570499557495113,1.2069997787475604,2.814000129699709,2.3150005340576154,0.8010701687302237,-0.370439059833803,0.13100000000000023,0.277000000000001,0.07900000000000063,0.04200000000000159,,,,,0.26210021972656605,0.26030158996582387,0.13140106201172586,0.7238998413085938,0.2698993682861328,-0.29426090791930193,-0.13060038269199659,-0.5136827871659246,0.15290987621218832
5BZQJ1300+2830,13 00 28.53,+28 30 10.18,0.649,BZQ,0.522,,0.45,0.338,0.004,-0.416,-0.091,-0.208,-0.037,,0.142,0.167,0.142,0.224,0.243,7.55,2420.473171315179,1894.167266140527,3989.608210952703,43.004651245130866,-0.2608225510154635,-0.9653867602581806,0.4772021328470023,0.0793069634934934,0.08513089071458993,-11.686955990863511,-11.378897207227315,-11.51213820632012,-11.681078593051797,-11.702251235430511,-11.792591167227307,-11.830367841876681,-11.411836913344962,-11.4050356729481,-11.548190010090885,-11.63809284523019,-11.748381941995818,-11.828757852158443,-11.913110549089335,-11.91583620176596,-11.853844167939783,-11.856011139606883,-11.964664254402964,-11.907779518421442,0.09918310441957977,1.006365702571158,13.296650446532798,-25.847450378431645,-29.764651474012705,85.73469446766468,-13.045757490560675,,,60.756137188124214,-13.620875853929608,,-12.99902393507744,0.46088270481763516,-0.15200074768066685,0.16190008544921852,-0.07259970092773216,0.01970126342773426,3.970099533081058,0.9779996871948207,2.564000129699707,2.2909998893737784,1.2137101272210984,0.3839829092854039,0.32000000000000384,-0.062000000000001165,-0.015000000000000568,-0.08299999999999841,1.1690995178222678,0.5919993133544921,0.7430008392333978,1.4659998626709,0.25259971618652344,0.2183990478515625,0.11030006408691406,0.13560104370117188,0.24449920654296875,-0.6218519188521672,-0.15375990417637198,-0.47711393237956834,1.1897463509537918
5BZBJ1300+5351,13 00 32.77,+53 51 12.59,,BLLac,0.507,,,,,,,,,,,,,,,,,,,,-0.26112020741484504,-0.9653062919507095,0.8075114103972878,0.13613316342986967,0.14415322107475007,-12.43463015088896,-12.316138755083253,-12.803817875509575,-12.67247805594242,-12.461050631182463,-12.629911205069106,-12.452368494952854,-12.50143691334496,-12.3126356729481,-12.244190010090882,-12.18089284523019,-12.130781941995817,,,,-12.295044424287438,-12.287211167072703,-12.259864220833627,-12.195379654224665,-0.11491609411343325,-1.0268943389425267,,,,,,,,,-14.348721986001856,,-13.96157855435754,-0.4252125985161541,0.5986997680664068,0.7434002532958957,-0.268901306152344,0.5579997253417979,4.4221005249023495,1.0030002593994087,2.904000282287601,2.3099994659423793,0.7397916576448793,0.00308677892525111,0.7750000000000021,0.46699999999999875,0.36799999999999855,0.3180000000000014,,,,,0.17150115966796875,0.16889953613281605,0.19530105590820312,0.394500732421875,0.804000854492191,-0.387143431644315,0.1738394641097596,0.028927588010549954,
5BZQJ1300+5029,13 00 41.25,+50 29 36.81,1.561,BZQ,0.964,,-0.078,-0.174,-0.143,-0.103,-0.255,-0.2,-0.192,,,0.229,0.143,0.229,0.13,4.091,4576.090701900925,2954.8855020489063,11700.987214471295,45.341112523991626,-0.2617154457077076,-0.9651450800154431,0.7715530653228593,0.10331717766277504,0.11056470602104602,,-13.511257561104735,-13.334217765646294,-13.220078300083046,-13.00225089973715,-13.188350633780043,-13.204728382648165,-13.34263691334496,-13.351435672948101,-13.358990010090883,-13.297692845230191,-13.316381941995816,,,,-12.861844351045255,-12.866411148762156,-13.157464394783823,-12.594579330738336,-0.17027311527759664,-0.5040393742189144,12.750854463996072,-24.933912496525807,-29.581112295109786,89.05672608473998,-12.537602002101044,,,63.14413242986543,-13.241088107602026,,-12.764597819841967,1.2365846911957519,0.555698883056646,0.7594001922607383,-0.3119992065429713,0.07319857788085926,4.886000427246092,0.9720001220703196,2.1079998016357404,3.5560007095336896,,0.8878837939789577,0.28099999999999525,0.2770000000000046,0.362999999999996,0.14600000000000435,,,,,0.7402000427246129,0.6019992828369141,1.014200210571289,0.5106010437011754,,-0.4764902877600594,0.1358397509749949,0.644846412342579,-0.3288091466611114
5BZQJ1300-3253,13 00 42.45,-32 53 12.08,1.256,BZQ,0.611,,0.499,-0.33,-0.11,0.167,0.315,0.262,0.076,,,0.158,0.459,,0.233,4.906,3976.211918948311,2705.0499510504405,8959.710404648866,44.76146986321268,-0.2617996695080906,-0.9651222373593173,-0.542979372526493,0.5384419231204061,0.5793220295581155,,,,,,,,,,,,,,,,-12.599044134370446,-12.54841111824458,-12.567864403939094,-12.231779495533258,-0.37281284785181884,,13.135490779103334,,-29.65847017601786,88.24660208812261,-12.657577319177793,113.61948987362796,-9.734590853506578,62.1617326176093,-13.466482137983032,,-12.994926786936396,,,,,,,1.1099996566772408,2.7869997024536204,2.989000320434565,,,,,,,,,,,,,,,,-0.4715553510466357,,,0.10916620093321328
5BZUJ1301-3226,13 01 00.79,-32 26 28.6,0.017,BZU,-0.096,,-0.602,-1.381,,,,-0.582,-0.832,,0.084,0.69,0.533,,,13.486,74.93561249987097,74.30662542017144,76.20948584468873,34.41004515811572,-0.26308664146200395,-0.964772210982594,-0.5364349376831533,0.6424578952966626,0.6895246070466661,-11.688332698142244,-11.315005320694485,,,,,,,,,,,-10.320357952866452,-10.278310311052229,-10.38943643675131,-10.40144434188998,-10.819610916828564,-11.670264229988902,-11.818979469593316,1.762327044227809,,13.930244033013352,,-24.80104495212207,79.05553235236684,-12.508638306165727,,,54.423435051013136,-12.711795503248478,,-12.532317915286317,,,,,,,-0.061999320983888495,0.7089996337890643,1.7769999504089355,1.3768816117500045,,,,,,,0.9080001602172825,0.47199965667724975,1.2810000152587868,,,,,,-0.17947758796216107,,0.49539440386592126,1.6890273893371628
5BZQJ1301+3337,13 01 29.15,+33 37 00.3,1.009,BZQ,0.65,,,0.281,,,,,,,,0.032,0.313,,,5.774,3409.7615939656043,2438.75953629758,6844.244532876968,44.17662758863953,-0.26507582423334536,-0.9642275703416765,0.553635023994794,0.08730958673073319,0.09360853571403895,,-12.723952029227537,-12.726177921896292,-12.660158134067421,-12.772330599444182,-12.78171066795973,-12.46628833748215,-12.655836913344961,-12.6402356729481,-12.614590010090884,-12.61929284523019,-12.630381941995818,,,,-12.915444280854823,-12.930010925983837,-12.831464181160776,,-0.17643065730193766,-0.41093539356731074,13.007888948250544,-24.344228311906136,-28.28262753523377,,,111.73709548565292,-10.318167439140527,60.31171347578611,-13.97305837204097,,-13.490797477668897,0.7884204708777567,0.43539968872070034,-0.06559947204589633,0.12979995727538807,0.9026987762451206,2.905900489807129,0.9470005035400391,3.0819997787475604,,,0.6366199642859556,0.3420000000000023,0.35999999999999943,0.1980000000000004,0.16499999999999915,,,,,0.12839889526366832,0.28750038146972656,0.5111007690429652,0.7231998443603587,1.2341995239257812,-0.4822608943720734,-0.1576803265396549,-0.20605889675629996,
5BZGJ1301+4634,13 01 32.62,+46 34 02.78,0.205,BZG,0.401,,0.255,0.078,,,,,,,,0.084,0.133,,,11.165,862.39863837477,785.7686494047214,1039.132444938937,40.08335452527532,-0.26531913429959625,-0.9641606489452433,0.7261840827951179,0.09462584575660679,0.10245297663511663,-12.690274957958266,-12.919479652859106,-12.373498142843559,-12.073637852085,-11.975170583575041,-11.908110985342542,-11.836368464435274,-12.35143691334496,-11.628235672948101,-11.272590010090884,-11.14249284523019,-11.096381941995817,-11.555557949814695,-11.575510384294416,-11.655436354353853,-11.837044241181971,-12.046411072468212,-12.224664101815074,-12.08297940855816,0.29436828142754945,-1.700826561439136,12.558410457381763,-22.24385528821477,-26.88535457105169,,,,,57.991543831915635,-13.914352711703144,,-13.16193838814016,2.158938977588516,1.0200009460449202,0.4609998626708993,0.3208991241455088,0.2934992523193358,4.027100906372073,0.4600000381469691,2.3900003433227504,2.5029997825622594,-0.1294485691214895,1.8864390233648827,2.1110000000000007,1.1849999999999987,0.5350000000000001,0.3080000000000016,1.8671008300781224,0.7529999694824205,0.5500000457763683,0.857000061035162,0.49410057067870383,0.2975006103515625,0.23289871215819957,0.41699981689453125,0.6738014221191406,-0.7524143235629843,-0.0712404888931708,0.8730685803908944,
5BZBJ1301+4056,13 01 45.64,+40 56 24.61,,BLLac,0.446,,,-1.352,,,,,,,,0.324,,,,,,,,,-0.2662319221807655,-0.9639090017278263,0.6552705733643194,0.12733227213147189,0.13600035380560652,,-11.821490381990909,-12.060978501730279,-12.095477848422888,-11.96577115730551,-12.056670763174573,-12.077847840655979,-11.89983691334496,-11.9398356729481,-11.978190010090884,-11.99969284523019,-12.026381941995819,,,,-12.203044225923183,-12.3236110083813,-12.632664284920542,-12.504179397877008,0.4190686835281767,-0.043298692337530566,,,,,-11.962573502059376,,,,-14.406713932979542,,-13.721246399047171,0.19526490320122747,0.1841018524169975,0.5390984191894503,-0.07399888610839866,0.06120025634765369,3.7157993850708024,0.6820001602172798,2.0629997253418004,2.4700002670288104,,0.2704658461943943,0.2029999999999994,0.1999999999999993,0.15600000000000236,0.12599999999999767,,,,,0.031000137329090904,0.13400077819824574,0.2574005126953125,0.15690040588378906,0.12279891967773438,-0.6854675339323713,-0.3578398510757914,-0.5021206263903917,-0.36103750632192444
5BZBJ1301+4416,13 01 46.31,+44 16 19.41,,BLLac,0.528,,,-0.716,,,,,,,,0.429,,,,,,,,,-0.2662788871500028,-0.9638960287594073,0.6980661775974017,0.10410183085813554,0.11023481611598528,-12.304869123917655,-12.19488711706676,-12.3340577680877,-12.316678098667031,-12.293570937578947,-12.287030748526137,-12.258568256915744,-12.263436913344961,-12.2202356729481,-12.186590010090882,-12.15449284523019,-12.137181941995816,-12.10915826109399,-12.165910317155744,-12.043036299422212,-12.243044378511074,-12.28601106331294,-12.401864419197887,-12.360979477222712,0.16282454527192705,-0.23368362740613854,,,,,,,,,-14.090443970758825,,-13.642065152999546,0.4460585749972985,0.31379939270019364,0.2725995941162118,0.1696006011962865,0.18529917907714832,4.0676000442504865,0.8760004043579102,2.545999526977541,2.251000404357912,0.7185181852578495,0.29495768388401444,0.41100000000000136,0.38000000000000256,0.28999999999999915,0.23600000000000065,1.538599533081058,0.6610009155273389,1.0570000152587902,0.8109995803832994,0.26129913330078125,0.17580032348632812,0.26350021362305753,0.157800674438473,0.277099609375,-0.4483788177592789,0.007559874266007682,-0.0911239462461797,
5BZQJ1302+4819,13 02 17.2,+48 19 17.61,0.874,BZQ,0.588,,0.065,-0.406,-0.316,-0.203,,,,,,0.127,0.357,,,6.356,3063.738765180899,2260.379960896298,5737.408923043668,43.79357902254488,-0.2684434942765328,-0.9632954325546266,0.7468884315932641,0.0880861645722685,0.0932756136366029,-11.896797070432003,-11.734725798058511,-11.752697917013482,-11.853638053501015,-11.948930703203947,-11.942751164785903,-11.962327918780977,-11.84823691334496,-11.844635672948101,-11.915790010090884,-11.98889284523019,-12.006381941995818,-12.062358248886959,-11.96031017982664,-12.089036207869476,-11.891444113008143,-11.763210999226024,-11.795064339852182,-11.836579529102593,-0.02378977911703341,0.7094905434765164,14.571936256171362,-26.01967948641207,-30.45957938875582,87.81944728770685,-12.455931955649724,,,61.50677959261767,-13.743282254022512,,-13.020110332954644,0.7490549051622253,0.017999877929685937,-0.023399932861327244,0.16869897460937366,0.06520106506348,4.2059998626708985,1.303999900817871,2.75599956512451,2.0450000762939453,0.848741349064337,0.18255438636339605,0.31200000000000117,0.11799999999999855,0.027000000000001023,0.1490000000000009,0.914998718261721,1.0580012283325182,0.42799990081786987,1.8050000152587895,0.14550018310546875,0.04680061340332031,0.25440025329589844,0.04500007629394531,0.19949913024902344,-0.723171921067868,0.1857197039779237,-0.02848520116751274,0.6927209564237007
5BZUJ1302+5748,13 02 52.47,+57 48 37.58,1.088,BZU,0.718,-0.843,0.055,0.372,-0.286,-1.117,-0.07,-0.449,-0.191,,0.149,0.465,0.353,0.186,0.015,5.471,3599.7945456018747,2531.5517086058135,7509.074437387473,44.377932047532624,-0.27091337154305833,-0.9626037321344505,0.8462902384000732,0.06497266187428864,0.06755398460107644,,-13.158446449672722,-12.770737748556451,-12.500678300083045,-12.692650741045744,-12.563031194082777,-12.864048463214571,-12.714636913344961,-12.6354356729481,-12.545790010090883,-12.46329284523019,-12.40958194199582,,,,-12.727044393769862,-12.69321092293208,-12.713064370369759,-12.461779419239313,-0.2674742150665088,0.1751921408671455,12.284598041789824,-24.74473241679532,-28.954931711839265,87.89335070532886,-12.657577319177793,,,62.962800260394715,-13.348721986001856,,-12.579796625646704,1.7632569553403243,0.9454988403320392,-0.26509941101074475,0.4772989959716796,-0.6384002227783192,4.371300521850586,1.0680007934570295,2.7859992980957102,2.7770004272460884,,1.575856015398923,0.5010000000000012,0.5199999999999996,0.41600000000000037,0.3269999999999982,,,,,0.36409950256347656,0.22910118103027344,1.1774005889892578,0.41699981689453125,1.0858001708984375,-0.7689253603551514,-0.0005601818863354424,0.46523552674064206,-0.03563360375428637
5BZBJ1302+5056,13 02 55.33,+50 56 18.31,,BLLac,0.41,,,,,,,,,,,,,,,,,,,,-0.27111357288589455,-0.9625473653784756,0.776469129582651,0.07130545666461642,0.07665366490947845,-12.900256193595062,-12.691631057549362,-13.046618388204886,-13.038478019321328,-12.9236910364559,-12.898710924307387,-12.828607960284884,-12.46623691334496,-12.529035672948101,-12.552190010090882,-12.546492845230189,-12.527181941995817,,,,-12.85704431747592,-13.144411026691843,,,2.087808411706706,-0.7410117411293003,,,,,-11.393618634889394,,,,-15.3767507096021,,,-0.0934831240891647,0.2907011413574203,0.5017991485595736,0.2157004089355432,0.28940036010742176,3.9576994552612277,0.26500034332275924,,,0.9651260082448623,1.0298175350905225,0.14599999999999724,0.2380000000000031,0.2240000000000002,0.24099999999999966,,,,,0.46739959716796875,0.2938995361328125,0.3546009063720703,0.3901996612548828,0.583099365234375,,-0.2207199902359438,-0.4527799691424814,-1.7507923918024488
