BZCAT5 Source name,RA (J2000.0),Dec (J2000.0),Redshift,Class,Rad_opt_sp_index,alpha_1.1-2.3,alpha_2.3-4.8,alpha_4.8-7.7,alpha_4.8-11.2,alpha_7.7-11.2,alpha_11.2-21.7,alpha_7.7-21.7,alpha_4.8-21.7,var_1.1,var_2.3,var_4.8,var_7.7,var_11.2,var_21.7,universe_age_Gyr,comoving_distance_Mpc,lookback_distance_Mpc,luminosity_distance_Mpc,distance_modulus_mag,RA_sin,RA_cos,Dec_sin,ext_fuv,ext_nuv,log_nuF_fuv,log_nuF_nuv,log_nuF_g,log_nuF_r,log_nuF_i,log_nuF_z,log_nuF_y,log_nuF_Su,log_nuF_Sg,log_nuF_Sr,log_nuF_Si,log_nuF_Sz,log_nuF_J,log_nuF_H,log_nuF_K,log_nuF_w1,log_nuF_w2,log_nuF_w3,log_nuF_w4,tangent_wise,tangent_pstarrs,log_nu_radmax,i_abs,w1_abs,log_X_luminosity_W,log_nuF_X,log_gamma_luminosity_ph,log_nuF_gamma,log_radio_luminosity,log_nuF_1.4,log_nuF_143,log_nuF_4.8,nuv-g,g-r,r-i,i-z,z-y,y-w1,w1-w2,w2-w3,w3-w4,fuv-nuv,nuv-Su,Su-Sg,Sg-Sr,Sr-Si,Si-Sz,y-J,J-H,H-K,K-w1,g_var,r_var,i_var,z_var,y_var,Radio_radio_hard,IR_opt_hard,IR_UV_hard,IR_X_hard
5BZQJ0000-3221,00 00 20.39,-32 21 01.0,1.275,BZQ,0.707,,0.056,-0.763,,,,-0.967,-0.903,,0.652,0.256,0.246,,,4.847,4016.571161045527,2722.8649050477475,9126.65677081747,44.80155859090924,0.0014828021002996374,0.9999989006483614,-0.5350938716079057,0.07130545666461642,0.07665366490947845,,-11.899506097549361,,,,,,,,,,,,,,-12.482644369355798,-12.334411179279735,-12.164664254402963,-12.037379471119195,-0.5126400548882074,,13.255743569148162,,-29.98955831625104,86.80192062991489,-13.301029995663981,,,63.500050372129394,-13.137034241022237,,-12.659605464985486,,,,,,,1.354000091552729,3.2600002288818413,2.467000007629391,,,,,,,,,,,,,,,,-0.47742877603675105,,-0.4349050817303741,0.966618816384246
5BZQJ0001-1551,00 01 05.29,-15 51 06.98,2.044,BZQ,0.661,,-0.281,-0.599,-0.788,-1.028,0.366,-0.138,-0.282,,0.499,0.303,0.333,,0.387,3.181,5353.362865937267,3233.8708579618337,16260.664057884711,46.055691387343785,0.004748004946283346,0.9999887281609878,-0.2731523901053719,0.20739641797413386,0.2207910397307662,,-12.336428947620846,-11.97209828322442,-12.077398319614296,-12.125891189043793,-12.110271050039808,-12.24668828255051,,,,,,,,,-12.605844213716152,-12.526410996174269,-12.289864144539683,-12.293379608448298,-0.40978679604399887,0.758569698283133,13.212410416311785,-27.83939063661136,-30.935691501784703,,,,,64.20087981356181,-13.312292720375181,,-12.839006551028348,1.7048118635407121,0.007100128173831877,0.09359951782226261,0.19230047607422307,-0.2269001312255874,3.13090052032471,1.1820001602172798,3.4270000457763707,2.1399993896484375,,,,,,,,,,,0.528900146484375,0.14429855346680043,0.08609962463378906,0.1857013702392578,0.3410987854003906,-0.4732861693468333,-0.4005198071304754,-0.18998204855342316,
5BZQJ0001+1914,00 01 08.62,+19 14 34.18,3.1,BZQ,0.917,-0.117,0.029,0.276,-0.427,-1.314,0.079,-0.425,-0.205,,0.418,0.468,0.626,0.234,0.571,2.048,6572.092926112351,3581.2290629178947,26858.45352745383,47.14540501488976,0.004990166508772094,0.9999875490415941,0.32957246266205126,0.2838775372698202,0.30735892990534974,,,-13.3879784712127,-13.275518387973671,-13.238610878985197,-13.15443082787184,-13.019848048175508,-14.146236913344962,-13.5870356729481,-13.337790010090883,-13.41089284523019,-13.259181941995818,,,,-13.07264452194369,-13.055211197590284,,,-0.12665851701599007,-1.0965745814799912,12.87437765471329,-26.147305039303824,-30.85840435876183,,,,,64.0416271149893,-13.430626090384955,,-13.09541968576146,,0.5515004272460935,0.3071004638671866,0.3637002563476557,0.4505998992919942,3.8967991638183577,1.0270004272460902,,,,,1.701000000000004,0.9189999999999969,0.027000000000001023,0.5719999999999992,,,,,0.40769958496093395,0.8794994354248047,0.8994998931884766,0.5751991271972692,,-0.33520640462349505,0.18339968139491347,,
5BZBJ0001-0746,00 01 18.0,-07 46 26.68,,BLLac,0.553,,-0.029,-0.159,-0.484,-0.895,0.19,-0.202,-0.189,,0.156,0.116,0.197,,0.273,,,,,,0.0056722896510109115,0.9999839124356527,-0.13526731636970085,0.22191744052520518,0.23843805671047244,-11.961797120050827,-11.886006940828963,-11.640778404074029,-11.617278135288124,-11.608891256182464,-11.606670622793715,-11.64936782966965,-12.01623691334496,-11.9374356729481,-11.884990010090883,-11.82009284523019,-11.795181941995818,-11.856757705674072,-11.835510381242656,-11.825836418440764,-11.638644125215174,-11.652011048054147,-11.75066431543812,-11.734979454334528,0.13828225358691293,-0.01663900894717762,,,,,-12.455931955649724,,-10.397348685188152,,-13.535808629359,,-13.09541968576146,1.407056544436987,0.32910089111328134,0.2357988891601579,0.15880171203613358,0.007399932861325453,4.055599609375001,0.9499998092651403,2.588999748229977,2.188000202178955,0.6330386161852672,0.14075724328952788,0.5,0.4269999999999996,0.37199999999999633,0.25500000000000256,0.646599853515621,0.8559993667602601,0.7739998779296897,1.7790005111694303,0.05850028991699219,0.4235992431640625,0.32129859924316406,0.5965995788574219,0.1566009521484375,-0.4403889435975401,-0.04311979187168369,0.23399589277481603,0.8039209075955771
5BZBJ0001-0011,00 01 21.48,-00 11 39.91,0.462,BLLac,0.706,,-0.56,-0.501,-0.592,-0.707,,,,,,-0.163,0.0,-0.094,,8.824,1814.2810552069097,1503.541415924789,2651.8247023319186,42.1177240592101,0.0059253581368815455,0.9999824449113843,-0.0033932529236741097,0.23792089048048007,0.2553926721437697,-12.758931220068716,-12.712342974655645,-12.645858042745902,-12.584398160922888,-12.543170772784027,-12.48311115624098,-12.447248487628634,-12.713036913344963,-12.657035672948101,-12.574190010090884,-12.49689284523019,-12.479981941995819,,,,-12.54864435409701,-12.734810959553172,-12.924264321541635,,0.6482367133322042,-0.6525261078062793,14.065833419192558,-22.858224349127088,-27.140723822698867,,,,,58.826418358339964,-13.808548985535104,,-13.63311031034662,0.9601975323240026,0.42399992370605943,0.3179001617431574,0.3033991699218781,0.20379962158202858,3.775300682067872,0.5180006027221697,2.36199951171875,,0.5600337816632894,0.4645973278562252,0.4430000000000014,0.5030000000000001,0.40300000000000225,0.23499999999999943,,,,,0.18529891967773438,0.1780014038085973,0.23379898071289062,0.26880073547363637,0.5046005249023438,-0.17543867518848444,-0.19164018676914552,-0.02246798489752777,
5BZGJ0001-1031,00 01 57.25,-10 31 17.29,0.252,BZG,0.393,,,,,,,,,,,,,,,10.675,1047.2004587819274,936.2284408959699,1310.987237376413,40.5879923189997,0.008526557296584107,0.9999636482496091,-0.18260395058850873,0.3026999500721257,0.3228739620362386,-12.975297876232059,,-12.479577848654104,-12.173557957065468,-12.10749112190512,-12.107911137930435,-12.059487873614962,-12.548236913344962,-12.1802356729481,-11.853390010090884,-11.74089284523019,-11.697981941995819,-11.869957852158443,-11.874310475847148,-11.975836522200531,-12.20504427169955,-12.455610977863719,,,1.8204449577703703,-1.2860665632511776,14.386710113569208,-22.41769173611396,-26.469992288482125,,,,,,-14.241088107602026,,,,1.0353999481201122,0.37999877929687287,0.152200088500976,0.23520111083984574,3.6648993530273426,0.3570003509521502,,,,,1.2230000000000025,1.1129999999999995,0.49099999999999966,0.29999999999999716,1.638899597167974,0.7919994964599582,0.4959998550415001,0.7380004043579103,0.3810997009277308,0.24780082702637074,0.3268013000488281,0.4036998748779297,0.2740001678466797,,-0.34811985595859873,,
5BZBJ0002-0024,00 02 57.16,-00 24 47.08,0.523,BLLac,0.757,,-1.228,-1.162,-0.079,1.287,,,,,,0.579,0.355,0.404,,8.375,2019.6687592841286,1641.1911331156323,3075.0154023605655,42.43923647721319,0.012883082359472168,0.9999170096507605,-0.007209504832892207,0.2554391172827846,0.27166703275376375,-13.226091569347794,-12.987616350411647,-12.84749802687676,-12.644438328159218,-12.509330697100433,-12.432550719229262,-12.382208222736056,-12.937436913344962,-12.8018356729481,-12.614990010090885,-12.42689284523019,-12.366381941995817,-12.199957730088132,-12.115110466691876,-12.238236253645844,-12.313444235078455,-12.43681100532954,-12.561064324593396,,0.4269784934353328,-1.550202355500162,14.492207431477329,-23.264336956339168,-28.050236538248353,,,,,59.520022914988694,-13.603451962012867,,-13.359518563029578,1.1442810113868624,0.7779994659423792,0.552600769042968,0.3452000732421858,0.23999919128418412,4.200700317382815,0.6750001907348597,2.52499961853027,,1.0397512154709823,0.591780767246231,0.642000000000003,0.7629999999999981,0.6799999999999997,0.34400000000000475,1.620700775146485,1.0149992141723594,0.44200050354004006,1.12299982452393,1.0237007141113352,0.8281002044677734,0.2569999694824219,0.17799949645996094,0.4566993713378871,-0.24393339898328925,0.07251969177089279,0.5508053450821073,
5BZQJ0003+2129,00 03 19.33,+21 29 44.59,0.45,BZQ,0.767,0.371,0.475,-0.295,-0.771,-1.372,-0.852,-1.04,-0.807,0.186,-0.066,0.268,0.224,0.133,0.258,8.917,1772.9761605143433,1475.1723678898445,2570.2099136273423,42.04984297192331,0.014495179012806553,0.9998949393738258,0.36643171440204264,0.3259606620830005,0.34865086592678807,-13.652275191427707,-13.356898337142438,-13.134458244161918,-12.855198130405311,-12.725370595782072,-12.747511174551526,-12.570207819904022,-13.117036913344961,-13.1110356729481,-12.740590010090884,-12.61569284523019,-12.590781941995818,-12.38515799864282,-12.194310494157696,-12.09823620481772,-11.827844335786462,-11.6856112830395,-11.727864251351207,-11.683779541309624,-0.11183140985779878,-1.674777758999228,13.251505953454279,-22.334843704345186,-28.874842781188452,,,,,60.494909386276454,-13.934793871945688,,-12.911686684411903,1.3500854350009455,0.9685005035400387,0.5394005279541005,0.09789868164062554,0.5574013366699297,5.884699058532711,1.3389997482299805,2.730000495910641,2.2589998245239267,1.1820053038437877,1.0659857340732088,0.3180000000000014,1.2220000000000013,0.5219999999999985,0.254999999999999,1.627699096679681,1.2799998168945308,0.9900006942748973,1.9869994506836015,0.23979949951171875,0.44659996032714844,0.21239852905273438,0.3083992004394531,0.5320987701416016,-1.0231071875337854,1.0397593127425733,1.6712870541029385,
5BZBJ0004-1148,00 04 04.87,-11 48 57.99,,BLLac,0.797,0.29,0.288,-0.237,-0.156,-0.055,-0.104,-0.087,-0.134,,0.228,0.086,0.145,,0.064,,,,,,0.017806507789698188,0.9998414515713656,-0.20477124591467985,0.23141754776516077,0.24622895368694492,-13.202166717154844,-12.650440462038375,-12.604498124533013,-12.485078055942422,-12.4697308802059,-12.393950676504652,-12.43248833748215,,,,,,-11.997158181748286,-11.839910253068828,-11.921436165144868,-12.261044409028651,-12.238011109089303,-12.225064263558238,-12.336579529102593,0.07889436884609684,-0.6108049745209425,,,,,,,,,-13.1920592787845,-11.356113246034495,-12.432326793385444,0.9088410463130572,0.5689003906250001,0.25319963073730634,0.34270063781738,0.017798797607422756,4.45740016937256,1.041000366210941,2.8680000305175692,1.8699998855590856,1.822878805921782,,,,,,2.2533999328613312,1.196000877380369,0.5460001907348602,0.46199916839599986,0.6873989105224574,0.9923992156982386,0.956298828125,0.7863006591796875,0.7074012756347656,-0.7597324853990557,0.23171977111659636,0.4124293529490721,
5BZQJ0004+4615,00 04 16.17,+46 15 18.21,1.81,BZQ,0.735,,-0.059,0.206,0.127,0.028,0.003,0.012,0.073,,0.105,0.199,0.009,,,3.575,4999.644494908228,3112.870496185718,14022.700681989996,45.73415832005502,0.018628130585816284,0.9998264813210729,0.7224250091782629,0.6337483653591841,0.6814060445771322,,,-12.757578440695124,-12.805278171909219,-12.723571126787933,-12.827751048819104,-12.804488129962618,,,,,,,,,-12.796644308320642,-12.7236110083813,-12.759864220833627,,-0.03275111428553336,0.14100264022530912,12.814018753288067,-26.02365772496225,-30.13715819798471,,,,,62.54932360717072,-13.774690718274137,,-13.024453313965427,,0.15110089111328762,0.4190993041992179,-0.10719967651366957,0.17230024719238202,4.048399902343752,1.1660003662109304,2.744999885559091,,,,,,,,,,,,0.15710067749023793,0.5747013092041016,0.5945987701416051,0.42819976806640625,0.3728008270263672,-0.7502374043087094,-3.9881593366430934e-05,,
5BZQJ0004-4736,00 04 35.64,-47 36 19.51,0.884,BZQ,0.564,,0.061,-0.03,-0.276,-0.586,0.24,-0.059,-0.05,,0.306,0.467,0.502,0.366,0.455,6.31,3090.3394192456203,2274.536846407187,5818.033765165018,43.823881186808805,0.020043764111136963,0.9997991035804429,-0.7385191176629387,0.1281253302869361,0.1356736198350588,-11.415652644146135,-11.52149671557913,,,,,,,,,,,-11.875158187851804,-11.822710338518048,-11.785036278059907,-11.838644125215176,-11.794411026691844,-11.597464165901986,-11.534579483326226,-0.3914386644955272,,13.909612026035733,,-30.621881522502164,88.73465980739559,-12.070581074285707,111.81766915117599,-10.142076180084846,62.465806142032726,-12.895308081099795,,-12.603147086969177,,,,,,,1.0939998626709002,3.328000068664549,2.305999755859375,0.17895298954812588,,,,,,,0.9340006790161102,0.8440001220703124,1.177000160217288,,,,,,-0.2921609941306187,,-0.27291431111271436,0.27617004759386354
5BZQJ0004+2019,00 04 35.75,+20 19 42.59,0.677,BZQ,0.834,,-0.579,0.221,0.872,1.693,,,,,,0.394,0.333,,,7.384,2505.419436096267,1945.2498373725414,4199.612357825721,43.11604602505289,0.02005176192917789,0.9997989432098513,0.3474020867948076,0.26122117566489883,0.2811844351582934,,,-13.079498203878712,-13.15847858694828,-12.942090658037932,-12.945271312490979,-12.799647816241915,-14.578236913344963,-13.3962356729481,-13.356990010090884,-13.11809284523019,-13.001981941995817,,,,-12.76664438461459,-12.703610932087352,-12.718664345955698,,-0.060797517302982246,-0.9611896868897203,12.448509854133544,-22.859246601835114,-27.59404571224771,,,,,60.182874578898414,-14.113509274827518,,-13.09031027998298,,0.07289926147460335,0.755801513671873,0.1452984924316425,0.4782016906738278,4.111298927307125,1.1410007476806694,2.7979993820190394,,,,3.2580000000000027,0.39399999999999835,0.8070000000000022,0.48300000000000054,,,,,1.1630992889404297,0.7306003570556641,1.271301269531243,0.49659919738769887,0.7600002288818395,-1.0231989948445381,0.23847972595057954,,
5BZQJ0005-1648,00 05 17.93,-16 48 04.71,0.78,BZQ,0.686,,0.507,-0.6,-0.957,-1.406,0.132,-0.424,-0.479,,0.222,0.441,0.362,,0.118,6.817,2805.673389366272,2119.0633934923985,4991.153286888376,43.49100454000131,0.023118462221578744,0.9997327326363329,-0.28905365699598556,0.17391983813478037,0.18757899689345148,,-11.408552444755774,-11.587617802267387,-11.709957975376016,-11.929410640948088,-11.898430565420668,-12.058648237384492,,,,,,-12.27555817564477,-12.239910530778788,-12.306236180403657,-12.015044119111659,-11.998811279987743,-12.148664269661754,-12.042979446705132,0.09086656335123469,1.5024939624586722,13.505541787694284,-25.76590515950815,-29.84800489095346,87.76960746292562,-12.356547323513812,,,61.86693660543228,-13.433916215832005,,-12.918472673755195,0.3463218087706146,-0.03550021362304889,-0.3337999725341767,0.23070031738281216,-0.28640122985839866,4.137800643920899,1.0239992141723597,2.4610004425048793,2.4130001068115288,,,,,,,0.6227996978759798,0.8920001678466782,0.5840008468627893,2.038999931335452,0.238800048828125,0.31059837341308594,0.47100067138671875,0.2896003723144531,0.430999755859375,-0.5154435420768095,-0.06940063903965488,-0.5902588352319693,0.357736043526069
5BZQJ0005+0524,00 05 20.21,+05 24 10.9,1.9,BZQ,0.432,0.177,0.241,-0.377,-0.521,-0.704,-0.961,-0.868,-0.714,0.138,0.206,0.417,0.375,0.268,0.146,3.415,5140.351818523139,3162.1647194497737,14877.521741037763,45.86265296793431,0.02328422386736847,0.9997288857079675,0.09416092335171888,0.21463888049221785,0.22960777118707523,-12.652139904064022,-11.441784935038323,-11.160617997579887,-11.21227848929203,-11.209850710528166,-11.250751033560316,-11.28164801765793,-11.005036913344961,-11.125835672948101,-11.211790010090883,-11.18929284523019,-11.259981941995818,-11.403958099350827,-11.518710454484845,-11.650636366560883,-11.859044363252282,-12.009211289143016,-11.965464196419566,-11.978179565723687,0.08348498376158262,0.3637349701063905,14.177526210975206,-29.936453413490952,-32.609652708534895,89.42788329342136,-12.585026652029182,,,63.509408119793946,-13.750068243365805,,-12.943095148663527,1.496902546195738,0.14119898986816182,0.22090113830566516,0.05099932098388571,0.03690048980712923,2.5852994842529338,0.6079998016357404,2.9450006484985334,2.116999626159668,3.4694505906948585,1.5582022288129238,0.0009999999999976694,0.08100000000000307,0.266,0.016000000000000014,0.8592993392944344,0.5160001678466788,0.4200001907348607,0.7899997863769599,0.04399871826171875,0.043399810791015625,0.09269905090331854,0.044500350952150214,0.057900428771972656,-0.8069730947022773,-0.7993605786148503,-0.5674263541046933,0.575815362886166
5BZQJ0005+3820,00 05 57.18,+38 20 15.21,0.229,BZQ,0.638,-0.184,-0.01,1.088,0.181,-0.963,0.238,-0.197,0.206,,0.192,0.415,0.439,0.386,0.583,10.911,957.3723551373339,863.8120980421313,1176.5298140292925,40.353014684777996,0.025971941846236166,0.9996626722233534,0.620293332519249,0.6359120356276382,0.6803449241212499,-12.683135482009853,-12.691049633864653,-12.245618498068168,-11.982278275668984,-11.824970797198088,-11.824350847403089,-11.832768226398166,,,,,,-11.601957980332271,-11.528710311052228,-11.463836223128265,-11.421844198457363,-11.371211182331491,-11.191464219307749,-10.97937947874859,-0.5302416859947795,-1.4074889575663734,13.197397841117725,-22.88901491365983,-28.193014837365887,85.41271047750217,-12.1249387366083,108.7262434798944,-10.096318689524171,59.48407632970935,-13.096475935528737,-11.008973391042513,-12.603147086969177,1.9075630420408594,0.9287007751464849,0.6081003875732414,0.15480000305175778,0.09309950256347577,5.056100418090821,1.1099996566772496,3.285000324249264,2.678999900817871,0.4237777884936129,,,,,,1.7421001586914109,0.9860002288818297,0.9120001907348687,1.415999839782712,0.23659896850585938,0.24239921569823863,0.18520164489746094,0.07400131225585938,0.1499004364013672,-0.4933288485595604,0.45375961486659655,1.3198384515331618,0.7537275542768089
5BZBJ0006-0623,00 06 13.89,-06 23 35.19,0.347,BLLac,0.799,-0.308,0.319,-0.255,0.16,0.683,0.041,0.273,0.107,-0.04,0.338,0.544,0.585,0.525,0.656,9.773,1405.9639732742892,1212.5219499666216,1893.5529591683257,41.38638728019401,0.02718669794707913,0.9996303734154611,-0.11134939873483078,0.27067590031286026,0.2889582916626401,-12.296725656135763,-12.193325726848096,-11.970858238058405,-11.946558201206093,-11.74425108284262,-11.695870982901136,-11.921528156818088,-12.09823691334496,-12.0074356729481,-11.867390010090883,-11.78289284523019,-11.717181941995818,-11.295957962021728,-11.262310259172345,-11.1802364520101,-11.418244268647792,-11.354811035847119,-11.294264397835581,-11.152979484852105,-0.2938083623603526,-0.5697243970890717,13.064784141110596,-24.124186794964515,-29.235387257305828,86.4537129447155,-12.086186147616283,,,61.91584793709844,-12.541906303953395,-10.761161342704671,-11.916085497447737,1.3501539245238767,0.3311003112793003,0.720599487304689,0.2742003784179694,-0.4499999847412113,5.287000068664554,1.1420001983642507,2.9869995117187536,2.502000331878662,0.7020629913497807,0.7040542083373573,0.5300000000000011,0.6460000000000008,0.4209999999999994,0.3569999999999993,2.7290000305175734,0.8870003128051795,0.9549994888305697,0.7160002365112312,0.16629981994629262,0.5345001220703125,0.9668006896972656,0.37529945373535156,0.49270057678222656,-0.6258208065056579,0.3894400469955013,0.8385146910009773,0.7313751117691645
5BZQJ0006-4245,00 06 19.73,-42 45 18.61,1.77,BZQ,0.657,,,-0.164,,,,0.152,0.053,,,0.182,0.346,,0.095,3.651,4935.107712469461,3089.7380950590345,13645.313112209686,45.67491752829807,0.027611235287950512,0.999618737162261,-0.6788669961563769,0.0626834401581701,0.06856796240048468,,-12.285682578552958,,,,,,,,,,,,,,-12.737444402925135,-12.683611237263131,-12.566264138436168,-12.293779388721735,-0.506605960090117,,13.186260707476466,,-30.225917169716528,,,,,62.57669358291848,-13.462936857218383,,-13.12464930342071,,,,,,,1.11800003051758,3.129000663757319,2.8299999237060547,,,,,,,,,,,,,,,,-0.33828755379767195,,-0.3979286587101729,
5BZGJ0006+1051,00 06 20.28,+10 51 51.69,0.168,BZG,0.105,,,,,,,,,,,,,,,11.575,713.4994533808456,660.2574207512996,833.3355708067214,39.60409960008812,0.02765121714512678,0.9996176319925499,0.1884845648516561,0.6403719043587625,0.6906148949081304,,,-12.220698374777154,-12.011077921665077,-11.757690645830902,-11.922710631338637,-11.875727924884494,-12.047436913344962,-11.294235672948101,-10.922990010090883,-10.81729284523019,-10.767181941995817,-11.507958059677975,-11.578710253068829,-11.612236500838227,-11.68984422897494,-12.002011048054149,-12.87906435511097,,2.20775062238817,-1.1524657275225139,,-22.308300207387923,-26.774099676382072,85.5529405568092,-11.76447155309245,,,,-14.774690718274137,,,,0.7944013519287125,0.8482998809814433,-0.25929983520507704,0.23159971618652264,4.4934995880127016,0.203000068664549,0.6429996490478498,,,,2.186,1.224000000000002,0.4740000000000002,0.3180000000000014,2.084499206542972,0.6260005722045889,0.6659993515014602,1.1170004577636803,0.19289970397949574,0.6311988830566477,0.6485004425048828,0.6744003295898438,0.45219993591308594,,-0.2443204022232468,,-0.23753949496169824
5BZQJ0006+2422,00 06 48.78,+24 22 36.51,1.684,BZQ,0.658,,0.257,0.485,0.154,-0.265,0.245,0.061,0.194,,0.087,0.252,0.016,0.353,0.13,3.822,4791.954219811176,3037.232969580323,12839.4854805593,45.54273810253056,0.029722942271901497,0.9995581757470153,0.41273577770961817,0.6264536588635796,0.6725696963029297,-12.470322632715478,-12.277234684991981,-12.098457835226371,-12.201557975376016,-12.222210701983244,-12.27943071800856,-12.32424793831223,-11.97183691334496,-12.055035672948101,-12.181390010090883,-12.17929284523019,-12.275181941995818,,,,-12.744644262544275,-12.984810959553172,-13.12266443750843,-12.617379394825251,-0.12200213668610844,0.7020930278122877,13.843202634654014,-27.08563856944951,-30.075738094901176,,,,,62.30325650584252,-13.589054141312225,,-13.065627815505948,1.240927326963675,0.012599868774412215,0.16319987487793242,0.010200088500969429,0.0020998992919949444,2.977799537658699,0.3830003738403285,2.4909992218017614,3.4120006561279226,0.9262830374393509,1.2298266036970738,0.09499999999999886,-0.019999999999999574,0.21499999999999986,-0.0470000000000006,,,,,0.1583995819091797,0.08589935302734375,0.18490028381348012,0.2855987548828125,0.30640029907227273,-0.5234263258062768,-0.7626002575699289,-0.7075762745611911,
5BZQJ0007-6113,00 07 20.58,-61 13 06.31,0.857,BZQ,0.685,,,-1.061,,,,0.263,-0.152,,,0.227,0.604,,,6.436,3018.1481316610325,2235.9407735475766,5600.876124155182,43.741279836928086,0.032034400246600675,0.9994867668963109,-0.8764615089063281,0.0880861645722685,0.0932756136366029,,-12.52944579805851,,,,,,,,,,,,,,-12.987444021455412,-12.998811279987743,-12.956264291024059,,-0.06884495394574107,,12.689743761737411,,-27.667280432020856,,,,,61.86441249450235,-13.914352711703144,,-13.046844586201889,,,,,,,0.9549989700317401,2.9420003890991193,,,,,,,,,,,,,,,,,-0.8675081255012547,,-0.46936548192923233,
5BZBJ0007+4712,00 07 59.97,+47 12 07.7,0.28,BLLac,0.505,,,-0.623,,,,,,,,-0.048,0.275,,,10.397,1154.9891226395846,1021.375539009062,1478.238298058969,40.84872224874458,0.0348973163698622,0.999390903155608,0.7337552279794817,0.6810525050797664,0.7326292349527319,,,-12.391258146505669,-12.15319793509281,-12.084810622637542,-11.951310930410902,-11.868448383868868,,,,,,-11.915158023056884,-11.775510427019023,-11.799036445906584,-11.940244390718103,-11.959611069416455,-12.124664101815075,-12.105379501636774,0.2360615472464136,-1.664397084562233,13.496635663230963,-22.73512291402778,-27.39272192068062,85.52207781642753,-12.275724130399212,109.92474436353332,-9.774099394790252,57.9708332639582,-14.075720713938118,,-13.523965840921552,,0.8655007476806666,0.3857999725341763,0.4869993591308628,0.3212993164062503,3.8493003311157263,0.9350004196166903,2.4230003356933594,2.196999549865726,,,,,,,1.0483004455566345,1.1520000457763722,0.6909999237060589,0.9579999160766608,0.06529998779296875,0.2127990722656321,0.14130020141601918,0.4690990447998047,1.1401996612548828,-0.5517548730165664,0.125199553221087,,0.31611306098275627
5BZQJ0008-2339,00 08 00.36,-23 39 17.89,1.412,BZQ,0.499,0.443,0.074,-0.781,-0.869,-0.979,-0.558,-0.71,-0.732,,0.238,0.134,0.18,0.069,,4.459,4295.368263794079,2841.908532486158,10346.110322031313,45.073885525204865,0.034925660681206686,0.9993899130099229,-0.40122800455341356,0.15214882971573657,0.1611124235541323,-11.629338524374612,-11.2574670740915,-11.387338371115044,-11.392438505161172,-11.452571206133635,-11.551510887686293,-11.611407905353243,,,,,,-11.636758023056883,-11.737510381242656,-12.038236207869476,-12.095844366304043,-11.93761094734614,-11.743064294075815,-11.656579414661676,-0.5142585503739087,0.7591577274725261,15.345989339512553,-28.540884731747834,-31.228885258176057,88.84450247487489,-12.522878745280337,,,63.98107836582368,-13.279840696594043,,-12.594141600682363,0.46930695999078864,0.2575998840332048,0.0644999389648433,-0.09409907531738426,-0.03559959411620994,2.817699195861815,1.3790006637573295,3.321999549865719,2.365000247955323,1.3732417938383925,,,,,,1.1016992492675755,0.5510001602172903,-0.0019995956420899574,1.1669993820190392,0.05519866943359375,0.152801513671875,0.03260040283203125,0.05030059814453125,0.08339881896972656,-0.68569909591168,-0.48503974121250515,-0.6801438732546412,0.5852677979341969
5BZBJ0008-2339,00 08 35.38,-23 39 27.79,0.147,BLLac,0.429,,,,,,,,,,,,,,,11.817,627.6521957486708,586.0880265335348,719.8958165833687,39.28634824912291,0.03747071721164022,0.9992977260814944,-0.401271967889449,0.15729261210728362,0.1710146782748264,-11.813614491417995,-11.77842813220322,-12.0295378462127,-12.010238090122108,-11.970931228106291,-11.97463110863356,-11.951408381427463,,,,,,-11.779557943711179,-11.767110304948712,-11.860636271956391,-12.140244390718102,-12.312811218952588,-12.677064309334604,-12.446179596241265,0.4368251151170904,-0.25590726428068206,14.807991687326473,-21.45744740073424,-25.33034792105895,85.60172399654795,-11.616184634019568,106.53983458199387,-10.619197434804509,,-14.297569463554474,,,0.16621091752595518,0.3185996093749992,0.31309884643554753,0.14400042724609108,0.17219976806640602,3.556700325012214,0.5520000457763601,1.9250001907348686,2.7259998321533168,0.5315290661675434,,,,,,1.5947006378173825,0.8340001525878904,0.5160000534057598,0.6119994812011811,0.14620018005371094,0.12339973449707031,0.2185993194580078,0.10249900817871094,0.2832012176513672,,-0.34187999084629617,-0.5343830867493669,-0.6966265849330195
5BZQJ0008-4619,00 08 37.54,-46 19 40.8,1.85,BZQ,0.461,,,-0.96,,,,-0.688,-0.773,,,0.479,0.753,,,3.502,5062.93517076362,3135.2355758710914,14401.66499522537,45.79206352173944,0.0376276860684686,0.9992918278666811,-0.723304688405491,0.10331717766277504,0.11056470602104602,-12.160507905195798,-11.782963161104735,,,,,,,,,,,-11.51675790098657,-11.667110201188946,-11.781436186507172,-11.96144418930209,-11.955211197590284,-11.78826426050648,-11.742979446705133,-0.2955366935858398,,14.566171067417866,,-32.28306369721551,,,,,63.916654530578356,-13.816445466381138,,-12.941289347800264,,,,,,,0.9989995956420898,3.2530002593994176,2.26200008392334,1.387425028358269,,,,,,,0.42700030517578824,0.46400000762939086,0.860999771118161,,,,,,-0.8751561185808736,,-0.17224803648554854,
